"1:5,0.7","8:7,0.39","9:9,0.39","16:4,0.87","24:1,0.69","31:5,0.38","36:2,0.78","38:7,0.85","42:5,0.54","50:4,0.61","55:6,0.36","60:6,0.67","67:4,0.47","71:7,0.53","79:3,0.34","88:8,0.47","90:5,0.49","94:4,0.36","97:7,0.75","104:5,0.65","107:6,0.31","121:1,0.77","126:5,0.36"
"1:4,0.59","8:2,0.86","9:5,0.68","16:4,0.68","24:1,0.87","31:9,0.66","36:1,0.68","38:9,0.56","42:6,0.57","50:7,0.33","55:9,0.78","60:9,0.44","67:1,0.46","71:6,0.68","79:5,0.68","88:8,0.48","90:8,0.44","94:5,0.72","97:6,0.89","104:8,0.45","107:8,0.32","120:7,0.6","126:6,0.39"
"1:6,0.8","8:2,0.7","9:8,0.78","16:6,0.33","24:1,0.78","31:4,0.58","36:2,0.85","38:2,0.61","42:7,0.63","50:8,0.46","55:1,0.74","60:6,0.4","67:1,0.5","71:6,0.32","79:6,0.59","88:3,0.6","90:9,0.46","94:3,0.53","97:9,0.33","104:4,0.74","108:3,0.47","121:7,0.86","126:2,0.35"
"1:6,0.82","8:1,0.79","9:7,0.41","16:8,0.61","24:1,0.61","31:9,0.9","36:1,0.54","38:4,0.35","42:2,0.39","50:2,0.58","55:6,0.66","60:9,0.39","67:3,0.43","71:2,0.41","79:7,0.59","88:3,0.51","90:4,0.61","94:6,0.87","97:7,0.37","104:3,0.71","108:2,0.87","120:5,0.36","126:5,0.77"
"1:8,0.69","8:8,0.41","9:4,0.49","16:8,0.44","24:8,0.82","31:3,0.84","36:2,0.71","38:5,0.73","42:1,0.67","43:3,0.32","55:4,0.84","60:5,0.37","67:9,0.57","71:5,0.39","79:1,0.89","88:6,0.9","90:3,0.7","94:6,0.44","97:1,0.82","104:6,0.52","107:9,0.6","121:4,0.54","126:3,0.59"
"1:8,0.65","8:8,0.39","9:9,0.73","16:2,0.55","24:2,0.38","31:3,0.35","36:6,0.36","38:2,0.44","42:4,0.33","43:1,0.59","55:4,0.52","60:1,0.41","67:5,0.54","71:5,0.87","79:5,0.73","88:2,0.4","90:3,0.79","94:3,0.41","97:3,0.84","104:9,0.59","107:4,0.61","120:6,0.83","126:8,0.34"
"1:5,0.42","8:2,0.45","9:1,0.89","16:6,0.64","24:8,0.88","31:4,0.59","36:3,0.37","38:2,0.55","42:9,0.41","43:7,0.69","55:9,0.3","60:4,0.57","67:6,0.36","71:4,0.34","79:8,0.81","88:5,0.46","90:9,0.64","94:4,0.62","97:4,0.57","104:5,0.89","108:8,0.83","121:4,0.63","126:2,0.43"
"1:4,0.57","8:5,0.64","9:7,0.4","16:6,0.49","24:1,0.56","31:8,0.83","36:1,0.31","38:4,0.85","42:6,0.69","43:9,0.61","55:4,0.85","60:9,0.73","67:2,0.77","71:1,0.7","79:3,0.64","88:4,0.61","90:6,0.33","94:3,0.74","97:9,0.47","104:8,0.65","108:9,0.76","120:6,0.61","126:6,0.43"
"1:2,0.9","8:7,0.76","9:2,0.49","16:4,0.43","24:1,0.57","31:1,0.53","36:7,0.71","38:8,0.34","42:7,0.43","44:4,0.35","55:2,0.73","60:2,0.9","67:6,0.5","71:4,0.32","79:4,0.59","88:2,0.8","90:5,0.71","94:4,0.59","97:2,0.88","104:1,0.76","107:4,0.59","121:4,0.32","126:2,0.79"
"1:3,0.83","8:1,0.47","9:6,0.61","16:1,0.59","24:2,0.53","31:5,0.57","36:5,0.38","38:7,0.64","42:8,0.45","44:6,0.83","55:6,0.34","60:7,0.87","67:3,0.65","71:1,0.5","79:4,0.53","88:8,0.67","90:2,0.38","94:8,0.89","97:1,0.67","104:8,0.63","107:1,0.81","120:6,0.72","126:6,0.31"
"1:9,0.36","8:7,0.62","9:5,0.47","16:7,0.5","24:8,0.9","31:9,0.77","36:8,0.46","38:3,0.32","42:6,0.46","44:6,0.84","55:6,0.85","60:6,0.55","67:5,0.31","71:3,0.33","79:7,0.69","88:6,0.66","90:4,0.32","94:1,0.34","97:5,0.82","104:2,0.48","108:1,0.51","121:9,0.33","126:8,0.31"
"1:2,0.81","8:5,0.87","9:6,0.49","16:5,0.3","24:1,0.31","31:5,0.32","36:5,0.73","38:5,0.81","42:5,0.67","44:7,0.62","55:4,0.48","60:9,0.79","67:6,0.4","71:7,0.31","79:9,0.65","88:3,0.82","90:7,0.55","94:6,0.57","97:1,0.35","104:4,0.62","108:8,0.66","120:2,0.35","126:9,0.37"
"1:2,0.78","8:7,0.51","9:6,0.34","13:2,0.52","24:6,0.66","31:5,0.44","36:6,0.86","38:8,0.82","42:2,0.77","47:5,0.34","55:7,0.71","60:8,0.87","67:8,0.81","71:7,0.83","79:2,0.68","88:4,0.77","90:3,0.72","94:2,0.65","97:7,0.58","104:3,0.52","107:7,0.36","121:9,0.45","126:5,0.47"
"1:7,0.47","8:9,0.66","9:3,0.45","13:5,0.35","24:9,0.44","31:9,0.84","36:2,0.82","38:4,0.82","42:3,0.46","47:5,0.76","55:3,0.77","60:8,0.75","67:6,0.89","71:2,0.73","79:5,0.85","88:5,0.88","90:5,0.31","94:1,0.64","97:5,0.53","104:9,0.45","107:7,0.44","120:3,0.69","126:5,0.64"
"1:9,0.6","8:1,0.69","9:8,0.75","13:8,0.54","24:8,0.55","31:5,0.81","36:8,0.86","38:8,0.62","42:6,0.45","47:3,0.51","55:2,0.81","60:8,0.37","67:3,0.81","71:8,0.48","79:7,0.78","88:7,0.56","90:7,0.75","94:2,0.65","97:4,0.84","104:3,0.53","108:5,0.38","121:4,0.37","126:7,0.82"
"1:8,0.81","8:1,0.62","9:6,0.55","13:8,0.49","24:2,0.32","31:6,0.81","36:7,0.74","38:4,0.78","42:7,0.59","47:5,0.81","55:8,0.59","60:8,0.85","67:2,0.46","71:6,0.78","79:8,0.87","88:1,0.38","90:6,0.9","94:1,0.72","97:6,0.52","104:5,0.45","108:5,0.32","120:9,0.49","126:6,0.38"
"1:7,0.9","8:4,0.59","9:5,0.86","13:9,0.46","24:6,0.74","31:8,0.53","36:7,0.43","38:6,0.71","42:3,0.3","50:6,0.32","55:6,0.87","60:1,0.71","67:3,0.58","71:8,0.38","79:3,0.58","88:6,0.7","90:9,0.6","94:9,0.65","97:5,0.8","104:3,0.74","107:7,0.79","121:1,0.44","126:7,0.79"
"1:9,0.32","8:3,0.77","9:7,0.71","13:5,0.46","24:3,0.68","31:5,0.42","36:6,0.33","38:8,0.66","42:7,0.78","50:7,0.51","55:8,0.6","60:8,0.71","67:5,0.38","71:8,0.36","79:5,0.64","88:2,0.65","90:7,0.42","94:7,0.65","97:1,0.81","104:8,0.78","107:6,0.66","120:6,0.32","126:7,0.66"
"1:6,0.56","8:8,0.62","9:8,0.67","13:3,0.42","24:8,0.7","31:1,0.61","36:4,0.43","38:5,0.79","42:1,0.38","50:8,0.48","55:3,0.8","60:7,0.64","67:3,0.75","71:5,0.67","79:2,0.63","88:2,0.72","90:6,0.84","94:2,0.37","97:3,0.64","104:5,0.55","108:5,0.32","121:2,0.89","126:9,0.39"
"1:8,0.9","8:2,0.46","9:6,0.65","13:2,0.89","24:3,0.32","31:4,0.8","36:1,0.9","38:7,0.89","42:7,0.69","50:5,0.39","55:5,0.8","60:9,0.71","67:8,0.51","71:5,0.83","79:9,0.6","88:7,0.45","90:8,0.44","94:9,0.68","97:6,0.33","104:4,0.31","108:3,0.82","120:8,0.77","126:2,0.9"
"1:4,0.79","8:7,0.4","9:1,0.87","13:6,0.51","24:3,0.55","31:3,0.47","36:5,0.71","38:9,0.45","42:8,0.39","43:9,0.73","55:8,0.65","60:4,0.74","67:9,0.64","71:5,0.82","79:2,0.78","88:9,0.88","90:8,0.4","94:8,0.59","97:8,0.77","104:7,0.85","107:2,0.33","121:1,0.57","126:3,0.66"
"1:7,0.49","8:5,0.36","9:6,0.59","13:2,0.7","24:1,0.38","31:5,0.31","36:2,0.72","38:1,0.58","42:2,0.64","43:3,0.66","55:5,0.45","60:4,0.57","67:3,0.55","71:8,0.62","79:2,0.47","88:7,0.43","90:6,0.49","94:2,0.65","97:6,0.43","104:2,0.7","107:1,0.83","120:6,0.61","126:6,0.54"
"1:4,0.87","8:2,0.79","9:8,0.33","13:1,0.73","24:2,0.89","31:8,0.47","36:4,0.36","38:8,0.52","42:1,0.78","43:4,0.3","55:2,0.72","60:8,0.43","67:4,0.44","71:8,0.79","79:1,0.35","88:1,0.36","90:5,0.64","94:7,0.39","97:9,0.67","104:3,0.85","108:3,0.87","121:5,0.31","126:1,0.55"
"1:4,0.61","8:6,0.46","9:7,0.86","13:1,0.4","24:6,0.81","31:5,0.45","36:9,0.73","38:5,0.8","42:2,0.34","43:9,0.73","55:1,0.9","60:1,0.87","67:6,0.33","71:6,0.75","79:2,0.72","88:6,0.67","90:7,0.33","94:3,0.59","97:4,0.78","104:5,0.78","108:8,0.9","120:7,0.55","126:6,0.45"
"1:9,0.81","8:6,0.53","9:6,0.58","13:1,0.8","24:3,0.41","31:7,0.82","36:1,0.53","38:5,0.7","42:9,0.55","44:2,0.77","55:8,0.5","60:5,0.83","67:9,0.4","71:8,0.37","79:2,0.48","88:9,0.8","90:2,0.53","94:6,0.88","97:1,0.87","104:8,0.7","107:6,0.51","121:8,0.33","126:3,0.54"
"1:9,0.53","8:6,0.83","9:5,0.46","13:5,0.35","24:5,0.84","31:5,0.75","36:5,0.76","38:7,0.6","42:1,0.62","44:1,0.72","55:1,0.34","60:2,0.44","67:9,0.69","71:3,0.55","79:5,0.83","88:8,0.33","90:3,0.45","94:7,0.74","97:9,0.37","104:3,0.82","107:1,0.57","120:7,0.7","126:2,0.56"
"1:1,0.33","8:9,0.35","9:5,0.43","13:6,0.65","24:3,0.7","31:4,0.66","36:8,0.53","38:2,0.71","42:6,0.45","44:8,0.77","55:6,0.32","60:8,0.56","67:2,0.71","71:8,0.51","79:2,0.73","88:9,0.83","90:1,0.84","94:8,0.63","97:3,0.6","104:6,0.52","108:7,0.36","121:7,0.85","126:8,0.78"
"1:7,0.56","8:3,0.71","9:3,0.78","13:3,0.63","24:4,0.48","31:2,0.46","36:1,0.87","38:3,0.37","42:3,0.57","44:3,0.75","55:8,0.62","60:4,0.55","67:8,0.85","71:5,0.77","79:1,0.84","88:2,0.4","90:1,0.51","94:5,0.78","97:8,0.68","104:7,0.65","108:9,0.89","120:9,0.32","126:3,0.7"
"2:3,0.51","5:7,0.78","12:1,0.62","21:7,0.36","23:1,0.82","32:9,0.32","36:6,0.59","38:1,0.78","42:7,0.82","53:3,0.73","55:7,0.73","60:8,0.34","67:6,0.86","71:6,0.83","79:2,0.49","88:7,0.56","90:7,0.75","94:7,0.72","97:3,0.89","104:7,0.83","107:6,0.63","119:7,0.85","126:4,0.53"
"2:1,0.38","5:6,0.45","12:7,0.61","21:4,0.86","23:1,0.67","32:3,0.5","36:5,0.52","38:9,0.9","42:1,0.53","53:5,0.31","55:8,0.64","60:8,0.79","67:9,0.6","71:2,0.79","79:9,0.85","88:5,0.84","90:1,0.89","94:1,0.56","97:6,0.62","104:9,0.47","107:4,0.81","119:4,0.87","122:1,0.47"
"2:1,0.44","5:6,0.8","12:7,0.3","21:9,0.67","23:8,0.83","32:7,0.47","36:4,0.58","38:1,0.47","42:8,0.83","53:1,0.68","55:6,0.75","60:4,0.33","67:8,0.31","71:8,0.69","79:1,0.4","88:8,0.56","90:6,0.37","94:4,0.3","97:1,0.49","104:1,0.84","107:2,0.84","120:9,0.86","126:6,0.85"
"2:6,0.48","5:4,0.84","12:9,0.76","21:9,0.47","23:8,0.48","32:7,0.4","36:3,0.6","38:1,0.57","42:6,0.49","53:3,0.31","55:3,0.88","60:6,0.34","67:6,0.84","71:2,0.41","79:3,0.45","88:2,0.36","90:8,0.63","94:8,0.7","97:6,0.31","104:6,0.37","107:2,0.83","120:5,0.35","122:1,0.52"
"2:2,0.79","5:2,0.38","12:1,0.6","21:1,0.89","23:6,0.34","32:7,0.65","36:4,0.43","38:3,0.58","42:3,0.77","53:7,0.64","55:5,0.57","60:9,0.58","67:4,0.33","71:3,0.7","79:3,0.81","88:1,0.53","90:1,0.52","94:4,0.55","97:1,0.56","104:3,0.48","108:2,0.42","119:4,0.67","126:5,0.67"
"2:3,0.69","5:9,0.89","12:2,0.64","21:7,0.53","23:5,0.82","32:7,0.48","36:7,0.51","38:4,0.35","42:5,0.84","53:6,0.72","55:5,0.52","60:7,0.63","67:2,0.52","71:9,0.65","79:2,0.85","88:7,0.72","90:2,0.62","94:9,0.65","97:7,0.77","104:4,0.89","108:1,0.38","119:1,0.47","122:4,0.44"
"2:4,0.71","5:9,0.68","12:4,0.36","21:7,0.3","23:3,0.49","32:3,0.6","36:5,0.3","38:5,0.45","42:9,0.85","53:7,0.56","55:5,0.58","60:8,0.69","67:7,0.33","71:3,0.58","79:8,0.74","88:7,0.87","90:4,0.55","94:1,0.51","97:8,0.42","104:1,0.81","108:9,0.89","120:3,0.42","126:1,0.64"
"2:1,0.36","5:9,0.4","12:8,0.6","21:8,0.52","23:9,0.72","32:7,0.38","36:1,0.64","38:7,0.8","42:7,0.58","53:3,0.6","55:2,0.83","60:9,0.87","67:7,0.31","71:7,0.77","79:7,0.81","88:9,0.71","90:9,0.34","94:3,0.59","97:1,0.49","104:3,0.52","108:9,0.7","120:7,0.49","122:1,0.55"
"2:2,0.71","5:3,0.39","12:5,0.36","21:8,0.9","23:8,0.31","32:2,0.32","36:1,0.62","38:5,0.64","42:1,0.67","50:6,0.83","55:5,0.45","60:9,0.89","67:9,0.64","71:5,0.84","79:9,0.45","88:5,0.55","90:6,0.62","94:8,0.85","97:3,0.53","104:3,0.36","107:2,0.7","119:9,0.71","126:7,0.72"
"2:7,0.48","5:6,0.85","12:8,0.68","21:5,0.43","23:1,0.62","32:9,0.31","36:4,0.57","38:3,0.85","42:6,0.72","50:4,0.56","55:3,0.55","60:9,0.62","67:1,0.47","71:2,0.5","79:6,0.59","88:2,0.44","90:8,0.42","94:2,0.47","97:3,0.88","104:2,0.8","107:6,0.53","119:3,0.46","122:5,0.88"
"2:5,0.45","5:2,0.6","12:9,0.4","21:4,0.73","23:1,0.51","32:8,0.55","36:3,0.32","38:5,0.79","42:8,0.61","50:7,0.45","55:1,0.76","60:6,0.57","67:5,0.54","71:7,0.38","79:8,0.61","88:6,0.81","90:6,0.68","94:6,0.84","97:5,0.39","104:6,0.64","107:7,0.54","120:3,0.67","126:1,0.9"
"2:3,0.38","5:7,0.58","12:5,0.33","21:1,0.36","23:5,0.36","32:9,0.4","36:4,0.63","38:9,0.62","42:4,0.67","50:4,0.8","55:9,0.53","60:3,0.51","67:5,0.55","71:9,0.74","79:3,0.64","88:7,0.89","90:1,0.44","94:7,0.52","97:5,0.68","104:1,0.64","107:5,0.42","120:2,0.72","122:3,0.55"
"2:8,0.44","5:6,0.3","12:7,0.32","21:2,0.39","23:7,0.55","32:5,0.81","36:1,0.65","38:7,0.35","42:1,0.64","50:2,0.3","55:2,0.56","60:6,0.8","67:6,0.49","71:5,0.86","79:4,0.32","88:2,0.58","90:9,0.82","94:7,0.38","97:8,0.74","104:3,0.78","108:1,0.85","119:6,0.41","126:3,0.5"
"2:9,0.64","5:8,0.71","12:4,0.33","21:4,0.39","23:7,0.9","32:6,0.79","36:7,0.64","38:2,0.33","42:8,0.34","50:9,0.71","55:7,0.75","60:2,0.82","67:8,0.36","71:5,0.3","79:3,0.51","88:1,0.54","90:3,0.39","94:8,0.9","97:5,0.45","104:5,0.76","108:7,0.5","119:7,0.7","122:6,0.34"
"2:6,0.88","5:5,0.6","12:8,0.7","21:5,0.35","23:7,0.31","32:9,0.52","36:6,0.42","38:9,0.62","42:8,0.51","50:9,0.6","55:6,0.64","60:3,0.34","67:2,0.7","71:6,0.4","79:9,0.74","88:3,0.76","90:1,0.78","94:2,0.54","97:5,0.74","104:1,0.85","108:4,0.68","120:3,0.66","126:8,0.57"
"2:5,0.48","5:5,0.44","12:3,0.66","21:5,0.51","23:8,0.62","32:8,0.72","36:5,0.83","38:1,0.48","42:8,0.87","50:3,0.46","55:7,0.73","60:8,0.39","67:9,0.43","71:5,0.36","79:1,0.55","88:2,0.31","90:8,0.64","94:5,0.89","97:9,0.4","104:4,0.34","108:5,0.38","120:3,0.6","122:7,0.51"
"2:6,0.88","5:8,0.88","12:1,0.88","21:3,0.47","23:2,0.3","32:6,0.58","36:2,0.52","38:9,0.75","42:4,0.46","43:6,0.84","55:6,0.88","60:3,0.9","67:4,0.47","71:5,0.47","79:8,0.72","88:9,0.76","90:7,0.81","94:4,0.34","97:4,0.65","104:5,0.44","107:8,0.62","119:5,0.81","126:1,0.75"
"2:4,0.9","5:2,0.39","12:3,0.34","21:2,0.78","23:3,0.54","32:3,0.36","36:9,0.35","38:5,0.46","42:8,0.88","43:9,0.65","55:8,0.68","60:8,0.33","67:1,0.52","71:1,0.57","79:6,0.87","88:1,0.68","90:3,0.53","94:4,0.41","97:7,0.41","104:5,0.73","107:4,0.38","119:6,0.57","122:1,0.87"
"2:8,0.66","5:1,0.45","12:8,0.32","21:9,0.67","23:4,0.56","32:9,0.6","36:6,0.4","38:4,0.67","42:7,0.8","43:4,0.53","55:2,0.79","60:5,0.52","67:5,0.36","71:9,0.7","79:9,0.85","88:8,0.88","90:3,0.62","94:7,0.79","97:1,0.36","104:6,0.36","107:6,0.4","120:5,0.57","126:9,0.8"
"2:8,0.87","5:6,0.69","12:4,0.42","21:4,0.34","23:8,0.64","32:4,0.34","36:4,0.68","38:8,0.5","42:7,0.83","43:7,0.75","55:8,0.53","60:1,0.39","67:1,0.78","71:1,0.4","79:9,0.55","88:6,0.83","90:9,0.7","94:8,0.33","97:1,0.51","104:3,0.87","107:4,0.61","120:1,0.82","122:7,0.42"
"2:1,0.5","5:4,0.83","12:7,0.89","21:4,0.4","23:9,0.58","32:3,0.73","36:8,0.47","38:7,0.76","42:3,0.54","43:9,0.71","55:8,0.49","60:2,0.35","67:6,0.4","71:5,0.76","79:4,0.62","88:3,0.82","90:1,0.57","94:8,0.66","97:2,0.49","104:5,0.45","108:5,0.79","119:2,0.66","126:7,0.7"
"2:6,0.88","5:7,0.41","12:5,0.7","21:9,0.47","23:3,0.76","32:8,0.86","36:2,0.81","38:8,0.81","42:4,0.7","43:7,0.62","55:1,0.69","60:1,0.49","67:2,0.84","71:3,0.51","79:2,0.77","88:4,0.35","90:9,0.56","94:3,0.9","97:8,0.51","104:2,0.46","108:6,0.55","119:2,0.67","122:7,0.74"
"2:7,0.78","5:2,0.73","12:1,0.73","21:4,0.46","23:1,0.76","32:1,0.89","36:7,0.69","38:6,0.57","42:5,0.58","43:7,0.81","55:7,0.52","60:8,0.83","67:3,0.65","71:8,0.59","79:5,0.35","88:1,0.5","90:7,0.61","94:1,0.78","97:3,0.44","104:1,0.67","108:5,0.83","120:7,0.76","126:3,0.37"
"2:8,0.68","5:7,0.8","12:7,0.87","21:6,0.43","23:8,0.43","32:1,0.49","36:5,0.4","38:1,0.87","42:9,0.34","43:7,0.39","55:4,0.34","60:7,0.37","67:1,0.59","71:1,0.56","79:2,0.54","88:1,0.43","90:8,0.33","94:1,0.46","97:2,0.58","104:8,0.57","108:7,0.7","120:2,0.66","122:5,0.55"
"2:1,0.64","5:7,0.7","12:9,0.58","21:7,0.8","23:3,0.39","32:9,0.43","36:9,0.7","38:8,0.62","42:5,0.73","44:8,0.81","55:9,0.61","60:9,0.39","67:4,0.57","71:7,0.89","79:7,0.62","88:7,0.9","90:8,0.89","94:9,0.41","97:4,0.31","104:1,0.64","107:8,0.34","119:6,0.45","126:6,0.65"
"2:6,0.31","5:4,0.81","12:4,0.53","21:3,0.74","23:2,0.34","32:6,0.53","36:9,0.88","38:5,0.31","42:3,0.84","44:3,0.87","55:7,0.49","60:2,0.68","67:8,0.35","71:6,0.33","79:5,0.7","88:3,0.7","90:4,0.7","94:6,0.84","97:7,0.68","104:8,0.89","107:2,0.78","119:2,0.83","122:2,0.52"
"2:9,0.74","5:4,0.53","12:1,0.32","21:8,0.66","23:5,0.56","32:5,0.47","36:5,0.34","38:6,0.71","42:9,0.34","44:2,0.66","55:4,0.67","60:3,0.6","67:2,0.9","71:2,0.67","79:3,0.56","88:9,0.66","90:1,0.67","94:7,0.87","97:1,0.68","104:9,0.34","107:5,0.48","120:2,0.56","126:7,0.82"
"2:7,0.36","5:8,0.76","12:3,0.8","21:5,0.4","23:1,0.55","32:8,0.33","36:1,0.51","38:9,0.75","42:6,0.63","44:5,0.9","55:1,0.45","60:8,0.59","67:6,0.72","71:3,0.47","79:1,0.32","88:1,0.42","90:6,0.34","94:9,0.82","97:2,0.57","104:9,0.67","107:3,0.76","120:5,0.67","122:8,0.55"
"2:2,0.67","5:6,0.82","12:4,0.41","21:6,0.35","23:1,0.35","32:3,0.82","36:7,0.44","38:5,0.86","42:3,0.89","44:8,0.85","55:8,0.72","60:8,0.33","67:6,0.65","71:3,0.55","79:3,0.44","88:6,0.74","90:5,0.42","94:5,0.45","97:3,0.35","104:9,0.68","108:2,0.37","119:6,0.59","126:5,0.77"
"2:6,0.82","5:2,0.43","12:9,0.76","21:6,0.89","23:4,0.39","32:4,0.58","36:1,0.6","38:4,0.67","42:4,0.37","44:6,0.84","55:6,0.39","60:4,0.39","67:4,0.45","71:3,0.36","79:4,0.64","88:8,0.77","90:7,0.5","94:7,0.4","97:1,0.59","104:4,0.52","108:1,0.55","119:5,0.81","122:6,0.76"
"2:9,0.33","5:5,0.77","12:3,0.67","21:5,0.33","23:9,0.4","32:7,0.41","36:6,0.61","38:3,0.65","42:8,0.31","44:7,0.83","55:3,0.68","60:6,0.82","67:8,0.73","71:7,0.31","79:1,0.52","88:9,0.38","90:3,0.55","94:4,0.86","97:2,0.88","104:8,0.52","108:1,0.34","120:6,0.42","126:3,0.68"
"2:8,0.75","5:4,0.8","12:2,0.8","21:5,0.86","23:8,0.59","32:6,0.75","36:9,0.61","38:7,0.43","42:8,0.35","44:8,0.89","55:9,0.58","60:9,0.32","67:6,0.45","71:3,0.62","79:9,0.74","88:2,0.78","90:3,0.69","94:4,0.89","97:7,0.78","104:6,0.57","108:6,0.81","120:8,0.78","122:7,0.46"
"2:5,0.5","5:3,0.68","12:7,0.39","13:3,0.39","23:9,0.88","32:4,0.77","36:7,0.8","38:5,0.78","42:3,0.65","53:7,0.37","55:9,0.33","60:2,0.64","67:7,0.33","71:7,0.64","79:4,0.66","88:5,0.5","90:1,0.87","94:9,0.42","97:3,0.67","104:2,0.53","107:9,0.9","119:7,0.31","126:3,0.59"
"2:6,0.72","5:2,0.75","12:4,0.55","13:4,0.68","23:6,0.53","32:6,0.69","36:7,0.85","38:6,0.68","42:7,0.67","53:2,0.38","55:6,0.4","60:9,0.63","67:1,0.71","71:9,0.83","79:9,0.86","88:1,0.62","90:2,0.83","94:1,0.58","97:5,0.66","104:3,0.85","107:4,0.72","119:1,0.45","122:7,0.61"
"2:9,0.69","5:9,0.7","12:5,0.46","13:5,0.43","23:8,0.38","32:2,0.8","36:3,0.56","38:8,0.9","42:7,0.43","53:9,0.77","55:4,0.77","60:2,0.73","67:2,0.71","71:9,0.33","79:5,0.44","88:5,0.72","90:1,0.76","94:8,0.64","97:8,0.5","104:7,0.61","107:5,0.41","120:9,0.37","126:1,0.34"
"2:9,0.81","5:8,0.47","12:3,0.66","13:4,0.36","23:3,0.88","32:6,0.67","36:8,0.49","38:1,0.43","42:3,0.71","53:2,0.38","55:8,0.62","60:8,0.77","67:1,0.49","71:4,0.82","79:8,0.81","88:9,0.63","90:2,0.82","94:9,0.49","97:3,0.31","104:4,0.31","107:5,0.37","120:6,0.38","122:8,0.4"
"2:7,0.35","5:2,0.31","12:6,0.44","13:1,0.31","23:2,0.58","32:3,0.75","36:2,0.44","38:3,0.39","42:9,0.69","53:2,0.43","55:8,0.87","60:3,0.32","67:9,0.83","71:2,0.8","79:5,0.3","88:5,0.53","90:7,0.35","94:4,0.79","97:1,0.86","104:8,0.39","108:8,0.39","119:5,0.52","126:9,0.3"
"2:4,0.71","5:6,0.44","12:4,0.52","13:2,0.87","23:3,0.55","32:6,0.88","36:1,0.49","38:5,0.53","42:2,0.59","53:1,0.83","55:6,0.7","60:6,0.36","67:4,0.69","71:1,0.66","79:8,0.42","88:3,0.48","90:1,0.59","94:2,0.68","97:4,0.5","104:7,0.55","108:4,0.44","119:1,0.43","122:7,0.44"
"2:9,0.87","5:6,0.59","12:4,0.43","13:2,0.65","23:9,0.31","32:1,0.32","36:9,0.48","38:7,0.38","42:7,0.59","53:1,0.36","55:5,0.56","60:4,0.69","67:5,0.53","71:1,0.88","79:1,0.44","88:5,0.76","90:6,0.82","94:6,0.61","97:5,0.53","104:5,0.69","108:1,0.36","120:2,0.76","126:1,0.38"
"2:3,0.3","5:7,0.89","12:2,0.66","13:9,0.86","23:1,0.54","32:1,0.81","36:2,0.81","38:6,0.32","42:6,0.37","53:3,0.53","55:8,0.58","60:6,0.78","67:5,0.54","71:7,0.69","79:3,0.7","88:9,0.68","90:5,0.89","94:7,0.51","97:9,0.83","104:9,0.8","108:8,0.77","120:3,0.31","122:1,0.45"
"2:9,0.89","5:2,0.83","12:4,0.53","13:6,0.44","23:8,0.53","32:5,0.35","36:5,0.77","38:8,0.37","42:8,0.86","50:6,0.43","55:5,0.52","60:6,0.51","67:9,0.88","71:1,0.39","79:1,0.89","88:6,0.48","90:4,0.88","94:7,0.85","97:5,0.38","104:8,0.71","107:5,0.42","119:2,0.32","126:1,0.64"
"2:3,0.46","5:1,0.69","12:2,0.46","13:7,0.7","23:8,0.32","32:4,0.55","36:8,0.48","38:8,0.34","42:7,0.31","50:3,0.52","55:6,0.49","60:4,0.7","67:2,0.41","71:2,0.57","79:3,0.9","88:9,0.32","90:6,0.48","94:2,0.6","97:5,0.71","104:2,0.53","107:8,0.67","119:6,0.76","122:5,0.63"
"2:9,0.37","5:4,0.67","12:4,0.75","13:7,0.67","23:2,0.32","32:9,0.4","36:7,0.69","38:6,0.56","42:2,0.38","50:1,0.77","55:7,0.47","60:5,0.73","67:8,0.53","71:8,0.63","79:6,0.53","88:6,0.84","90:9,0.46","94:6,0.33","97:2,0.69","104:5,0.45","107:3,0.51","120:1,0.83","126:3,0.61"
"2:2,0.3","5:9,0.51","12:6,0.76","13:2,0.45","23:9,0.71","32:3,0.49","36:6,0.38","38:4,0.41","42:9,0.76","50:6,0.8","55:2,0.62","60:2,0.82","67:9,0.32","71:6,0.41","79:4,0.79","88:1,0.81","90:6,0.42","94:7,0.59","97:1,0.74","104:9,0.43","107:1,0.44","120:9,0.47","122:2,0.74"
"2:8,0.58","5:7,0.66","12:2,0.65","13:2,0.74","23:6,0.31","32:8,0.83","36:8,0.32","38:6,0.89","42:5,0.88","50:5,0.51","55:5,0.31","60:7,0.65","67:2,0.83","71:4,0.61","79:7,0.58","88:9,0.69","90:4,0.37","94:6,0.75","97:6,0.55","104:7,0.66","108:8,0.67","119:7,0.41","126:7,0.44"
"2:8,0.43","5:5,0.87","12:8,0.75","13:4,0.71","23:2,0.64","32:1,0.5","36:7,0.76","38:2,0.85","42:5,0.34","50:4,0.48","55:1,0.84","60:7,0.61","67:4,0.39","71:9,0.57","79:9,0.35","88:7,0.32","90:6,0.79","94:2,0.65","97:8,0.78","104:3,0.71","108:3,0.82","119:7,0.75","122:8,0.45"
"2:4,0.58","5:9,0.33","12:4,0.88","13:9,0.9","23:4,0.47","32:4,0.51","36:8,0.73","38:7,0.75","42:3,0.55","50:2,0.37","55:5,0.58","60:3,0.32","67:4,0.45","71:9,0.59","79:4,0.74","88:5,0.37","90:6,0.86","94:7,0.82","97:8,0.84","104:4,0.34","108:2,0.77","120:9,0.62","126:3,0.54"
