"1:3,0.34","3:8,0.44","5:9,0.85","7:7,0.54","9:6,0.7","11:8,0.83","14:6,0.89","15:6,0.59","17:1,0.41","19:2,0.69","22:9,0.55","23:6,0.34","25:7,0.88","27:4,0.69","29:3,0.78","31:3,0.51","34:1,0.54","36:4,0.51","38:4,0.37","40:2,0.72","42:2,0.7","45:1,0.32","46:2,0.4","48:9,0.41","51:5,0.61","52:7,0.36","55:2,0.36","56:4,0.83","58:9,0.32","60:8,0.82","62:2,0.33","64:2,0.4","66:5,0.73","69:4,0.61","70:6,0.67","72:7,0.44","75:5,0.49"
"1:6,0.74","3:7,0.63","5:2,0.67","7:7,0.4","9:4,0.83","11:1,0.31","14:8,0.44","15:4,0.58","17:6,0.59","19:1,0.61","22:6,0.34","23:9,0.8","25:1,0.86","27:8,0.6","29:9,0.44","31:7,0.62","34:7,0.34","36:5,0.54","39:6,0.88","40:8,0.51","42:4,0.34","45:1,0.86","46:7,0.82","48:9,0.67","50:8,0.49","52:3,0.58","55:8,0.86","56:5,0.61","58:2,0.41","60:6,0.51","62:2,0.71","64:6,0.42","66:8,0.64","68:5,0.57","70:1,0.34","72:6,0.63","75:7,0.79"
"1:7,0.62","3:5,0.86","5:3,0.57","7:3,0.52","9:6,0.81","11:3,0.82","13:4,0.8","15:3,0.46","17:3,0.41","19:9,0.74","22:2,0.38","23:5,0.42","25:8,0.36","28:6,0.89","29:2,0.33","31:4,0.64","34:2,0.49","36:3,0.7","38:1,0.34","40:5,0.32","42:8,0.8","45:5,0.67","46:2,0.64","48:9,0.42","50:5,0.64","52:2,0.37","55:7,0.83","56:8,0.32","58:3,0.83","60:2,0.34","62:7,0.65","64:4,0.78","66:8,0.69","68:8,0.58","70:3,0.66","72:8,0.46","75:7,0.56"
"1:4,0.85","3:8,0.39","5:8,0.81","7:3,0.34","9:3,0.59","11:1,0.73","13:1,0.54","15:9,0.69","17:7,0.47","19:9,0.6","22:4,0.48","23:8,0.86","25:4,0.71","28:6,0.61","29:8,0.42","31:2,0.35","34:4,0.52","36:3,0.49","38:7,0.58","40:6,0.54","42:5,0.49","45:4,0.37","46:3,0.85","48:2,0.82","50:6,0.86","52:2,0.42","55:9,0.41","56:4,0.89","58:3,0.67","60:1,0.73","62:7,0.3","64:9,0.88","66:7,0.71","69:8,0.88","70:1,0.58","72:5,0.79","75:9,0.86"
"1:1,0.75","3:2,0.61","5:8,0.36","7:8,0.86","9:1,0.62","11:5,0.63","14:6,0.86","15:3,0.59","17:2,0.34","19:3,0.6","22:1,0.58","23:4,0.88","25:7,0.35","28:4,0.41","29:5,0.33","31:7,0.8","34:3,0.8","36:4,0.53","38:9,0.89","40:8,0.64","42:2,0.78","45:2,0.43","46:8,0.44","48:7,0.53","50:7,0.57","52:2,0.65","55:7,0.77","56:8,0.61","58:7,0.4","60:7,0.59","62:5,0.34","64:9,0.4","66:6,0.65","68:1,0.33","70:4,0.86","72:2,0.9","75:3,0.57"
"1:3,0.35","3:6,0.37","5:8,0.83","7:1,0.66","9:7,0.75","11:8,0.43","13:7,0.58","15:5,0.88","17:3,0.63","19:5,0.39","22:8,0.61","23:2,0.79","26:9,0.81","27:1,0.49","29:9,0.51","31:2,0.38","34:7,0.36","36:7,0.61","38:8,0.83","40:8,0.31","42:5,0.46","45:9,0.57","46:2,0.84","48:6,0.62","50:3,0.76","52:8,0.63","54:2,0.88","56:3,0.71","58:9,0.44","60:2,0.65","62:4,0.55","64:7,0.84","66:5,0.4","68:6,0.34","70:3,0.72","72:7,0.34","75:1,0.65"
"1:2,0.73","3:9,0.73","5:8,0.59","7:7,0.69","9:6,0.41","11:9,0.72","14:8,0.56","15:8,0.44","17:3,0.55","19:5,0.9","22:3,0.56","23:7,0.76","26:8,0.43","27:2,0.46","29:3,0.79","31:6,0.7","34:8,0.71","36:5,0.44","38:1,0.9","40:8,0.34","42:7,0.39","45:8,0.54","46:5,0.59","48:5,0.61","50:1,0.68","52:7,0.45","54:2,0.44","56:1,0.54","58:7,0.85","60:1,0.73","62:8,0.39","64:5,0.5","66:4,0.89","68:6,0.82","70:1,0.66","72:1,0.35","75:5,0.78"
"2:1,0.54","3:2,0.34","5:7,0.68","7:6,0.71","9:4,0.68","11:4,0.71","13:3,0.56","15:4,0.58","17:1,0.5","19:5,0.43","21:3,0.73","23:1,0.88","25:8,0.64","27:7,0.87","29:3,0.47","31:1,0.53","34:9,0.42","36:8,0.79","38:5,0.73","40:9,0.59","42:1,0.78","44:4,0.75","46:8,0.68","48:2,0.33","50:6,0.53","52:1,0.74","54:7,0.57","56:5,0.36","58:9,0.53","60:6,0.7","62:5,0.74","64:9,0.6","66:5,0.8","69:6,0.75","70:6,0.89","72:1,0.57","74:8,0.88"
"2:5,0.48","3:7,0.68","5:3,0.36","7:9,0.78","9:7,0.49","12:5,0.73","13:1,0.81","16:4,0.54","17:5,0.75","19:2,0.65","21:2,0.73","23:7,0.33","25:3,0.73","27:3,0.56","29:6,0.85","31:7,0.6","34:3,0.55","36:3,0.48","38:5,0.84","40:2,0.83","42:9,0.89","44:2,0.81","46:9,0.71","48:1,0.62","50:7,0.52","52:9,0.53","54:5,0.54","56:3,0.69","58:2,0.72","60:4,0.79","62:7,0.62","64:6,0.59","66:2,0.4","69:3,0.73","70:8,0.56","72:1,0.71","74:5,0.48"
"2:8,0.78","3:9,0.53","5:5,0.7","7:4,0.84","9:1,0.45","11:9,0.33","13:7,0.38","15:9,0.76","17:4,0.49","19:6,0.68","21:2,0.47","23:8,0.32","25:4,0.85","27:2,0.74","29:2,0.39","31:6,0.44","34:6,0.43","36:3,0.73","38:5,0.37","40:7,0.55","42:3,0.87","44:1,0.56","46:6,0.54","48:1,0.81","51:1,0.72","52:9,0.63","54:5,0.34","56:2,0.73","58:3,0.32","60:6,0.32","62:7,0.83","64:6,0.52","66:5,0.73","69:8,0.89","70:8,0.7","72:2,0.69","74:2,0.84"
"2:5,0.85","3:3,0.82","5:9,0.58","7:5,0.74","9:9,0.86","11:1,0.78","13:1,0.72","15:5,0.86","17:6,0.39","19:1,0.5","21:2,0.88","23:9,0.88","25:5,0.74","27:7,0.47","29:2,0.82","31:8,0.39","34:9,0.36","36:3,0.4","38:2,0.48","40:9,0.62","42:4,0.55","44:9,0.32","46:6,0.52","48:9,0.51","50:8,0.5","52:3,0.81","54:6,0.82","56:8,0.32","58:1,0.51","60:3,0.61","62:5,0.47","64:4,0.83","67:3,0.67","68:1,0.73","70:9,0.35","73:2,0.56","74:7,0.41"
"2:4,0.64","3:6,0.74","5:7,0.35","7:7,0.36","9:2,0.31","11:1,0.42","13:5,0.68","15:3,0.37","17:3,0.9","19:7,0.86","21:9,0.77","23:1,0.33","25:8,0.58","27:6,0.57","29:2,0.52","31:6,0.53","34:4,0.65","36:5,0.6","38:5,0.84","40:2,0.74","42:6,0.57","44:6,0.67","46:1,0.65","48:2,0.66","50:9,0.85","52:1,0.65","54:1,0.51","56:1,0.81","58:3,0.53","60:7,0.76","62:3,0.74","65:6,0.74","67:1,0.44","68:6,0.81","70:1,0.61","73:1,0.44","74:1,0.81"
"2:3,0.47","3:8,0.85","5:7,0.7","7:7,0.63","9:9,0.85","11:8,0.74","13:7,0.86","15:2,0.33","17:1,0.89","20:2,0.3","21:3,0.84","23:7,0.6","25:3,0.47","27:9,0.5","29:2,0.5","31:8,0.32","34:4,0.45","36:5,0.78","38:2,0.56","40:2,0.7","42:1,0.44","44:6,0.79","47:1,0.5","48:9,0.44","50:4,0.88","52:5,0.8","54:5,0.45","56:8,0.47","58:6,0.34","60:4,0.54","62:9,0.87","64:4,0.64","67:3,0.6","68:4,0.53","70:4,0.45","73:2,0.88","74:6,0.38"
"2:7,0.46","3:2,0.69","5:6,0.86","7:7,0.87","9:5,0.43","12:4,0.8","13:1,0.51","15:1,0.75","17:7,0.64","20:6,0.36","21:9,0.38","23:9,0.41","25:3,0.5","27:4,0.85","29:4,0.32","31:3,0.83","34:3,0.47","36:2,0.35","38:8,0.37","40:6,0.72","42:7,0.86","44:4,0.37","47:8,0.78","48:3,0.77","50:2,0.51","52:2,0.76","54:3,0.79","56:4,0.55","58:8,0.32","60:4,0.82","62:6,0.52","64:4,0.36","67:4,0.68","68:9,0.56","70:9,0.61","73:7,0.42","74:5,0.36"
"2:4,0.31","3:8,0.82","5:7,0.76","7:5,0.49","9:8,0.87","11:8,0.32","13:7,0.45","15:3,0.38","17:7,0.43","19:6,0.34","21:1,0.87","23:2,0.39","25:2,0.48","27:3,0.74","29:9,0.85","31:5,0.5","34:5,0.33","36:3,0.59","38:5,0.36","40:5,0.56","42:3,0.39","44:6,0.64","46:3,0.6","48:3,0.88","51:1,0.58","52:5,0.35","54:2,0.48","56:9,0.53","58:8,0.6","60:4,0.89","62:9,0.83","64:6,0.42","67:2,0.75","68:2,0.84","70:7,0.56","73:1,0.81","74:1,0.84"
"2:1,0.74","3:9,0.65","5:4,0.74","7:9,0.74","9:1,0.34","12:3,0.35","13:6,0.72","15:9,0.82","17:8,0.88","19:5,0.46","21:1,0.34","23:6,0.45","25:4,0.69","27:3,0.38","29:7,0.48","31:3,0.43","34:8,0.4","36:5,0.77","38:6,0.82","40:4,0.6","42:4,0.48","44:7,0.69","46:6,0.41","48:4,0.39","51:6,0.42","52:8,0.59","54:5,0.77","56:3,0.68","58:8,0.34","60:5,0.63","62:4,0.76","64:2,0.47","67:5,0.74","68:7,0.38","70:1,0.49","73:4,0.6","74:6,0.84"
"2:6,0.62","3:6,0.89","5:2,0.74","7:9,0.64","9:1,0.43","11:5,0.58","13:5,0.46","15:6,0.77","17:9,0.5","19:2,0.37","21:2,0.43","23:1,0.78","25:4,0.39","27:2,0.84","29:2,0.81","31:7,0.36","34:8,0.55","36:6,0.87","38:8,0.42","40:2,0.68","42:3,0.78","44:9,0.68","46:4,0.43","48:2,0.39","51:6,0.86","52:3,0.69","54:2,0.3","56:1,0.84","58:5,0.78","60:9,0.63","62:9,0.59","65:1,0.51","67:9,0.48","68:5,0.77","70:9,0.83","73:1,0.63","74:7,0.55"
"2:6,0.61","3:2,0.49","5:4,0.67","7:7,0.39","9:4,0.76","11:4,0.53","13:7,0.64","15:5,0.64","17:5,0.56","20:6,0.72","21:3,0.31","23:5,0.61","25:9,0.52","27:8,0.84","29:3,0.52","31:2,0.55","34:1,0.82","36:8,0.4","38:3,0.52","40:4,0.85","42:1,0.66","44:7,0.55","47:8,0.89","48:3,0.5","51:1,0.59","52:2,0.38","54:1,0.31","56:9,0.47","58:8,0.52","60:9,0.61","62:3,0.39","64:3,0.71","67:9,0.49","68:4,0.83","70:8,0.61","73:6,0.6","74:9,0.79"
"2:8,0.42","3:1,0.9","5:4,0.62","7:8,0.89","9:7,0.56","12:1,0.71","13:8,0.83","15:4,0.57","17:7,0.86","19:3,0.63","21:1,0.42","24:8,0.83","25:5,0.71","27:6,0.8","29:2,0.41","31:6,0.59","34:3,0.87","36:4,0.68","38:5,0.88","40:8,0.86","42:9,0.43","44:1,0.56","46:7,0.38","48:6,0.71","50:7,0.49","52:2,0.46","54:8,0.78","56:8,0.86","58:5,0.5","60:5,0.37","62:9,0.44","64:9,0.75","66:1,0.63","68:9,0.85","70:9,0.85","73:1,0.65","74:4,0.4"
"2:8,0.66","3:5,0.48","5:9,0.76","7:2,0.59","10:6,0.87","12:6,0.88","13:6,0.8","15:4,0.66","17:2,0.68","19:6,0.49","21:6,0.32","24:1,0.76","25:4,0.33","27:8,0.85","29:8,0.82","31:1,0.7","34:8,0.88","36:8,0.33","38:4,0.88","40:4,0.38","42:2,0.8","44:6,0.82","46:9,0.76","48:7,0.42","50:4,0.72","52:3,0.61","54:6,0.61","56:7,0.58","58:5,0.43","60:7,0.31","62:9,0.71","64:9,0.61","66:4,0.54","68:9,0.71","70:2,0.86","73:8,0.74","74:6,0.3"
"2:1,0.71","3:5,0.73","5:8,0.89","7:2,0.62","9:9,0.61","11:7,0.7","13:6,0.34","15:4,0.35","17:2,0.83","19:5,0.4","21:7,0.57","24:4,0.77","25:8,0.45","27:9,0.74","29:4,0.62","31:7,0.48","34:2,0.34","36:8,0.63","38:2,0.4","40:8,0.81","42:5,0.67","44:8,0.55","46:6,0.87","48:9,0.61","50:4,0.84","52:2,0.55","54:3,0.59","56:5,0.67","58:5,0.87","60:2,0.61","62:6,0.55","65:3,0.44","66:4,0.62","68:4,0.37","70:8,0.41","73:1,0.32","74:8,0.38"
"2:5,0.69","3:1,0.74","5:5,0.37","7:6,0.88","9:4,0.33","11:5,0.5","13:3,0.86","15:1,0.68","17:4,0.51","19:3,0.68","21:6,0.85","24:1,0.81","25:4,0.65","27:3,0.8","29:3,0.55","31:1,0.86","34:4,0.33","36:9,0.81","38:4,0.68","40:2,0.8","43:7,0.77","44:3,0.74","46:5,0.77","48:7,0.36","50:6,0.69","52:8,0.67","54:9,0.7","56:2,0.81","58:3,0.41","60:2,0.71","62:1,0.8","65:1,0.62","66:3,0.71","68:6,0.54","70:2,0.89","73:5,0.84","74:3,0.74"
"2:6,0.43","3:1,0.9","5:1,0.78","7:1,0.4","9:7,0.34","11:8,0.63","13:2,0.4","16:9,0.65","17:4,0.38","19:5,0.86","21:5,0.38","24:3,0.75","25:4,0.7","27:2,0.75","29:8,0.61","31:7,0.41","34:2,0.74","36:3,0.59","38:6,0.69","40:6,0.56","42:1,0.59","44:3,0.34","46:5,0.83","48:7,0.43","50:6,0.33","52:3,0.34","54:3,0.35","56:1,0.53","58:2,0.37","60:5,0.83","62:1,0.75","64:7,0.87","66:6,0.5","68:9,0.41","70:1,0.71","73:5,0.75","74:3,0.77"
"2:5,0.52","3:7,0.36","5:5,0.79","7:6,0.45","9:8,0.3","12:3,0.43","13:9,0.7","16:9,0.79","17:3,0.68","19:3,0.75","21:4,0.73","24:8,0.56","25:1,0.66","27:6,0.42","29:5,0.89","31:6,0.72","34:2,0.6","36:2,0.42","38:6,0.6","40:2,0.71","42:2,0.52","44:6,0.9","46:5,0.64","48:4,0.82","50:9,0.58","52:4,0.31","54:2,0.54","56:9,0.61","58:1,0.49","60:2,0.36","62:3,0.83","64:2,0.7","66:7,0.37","68:1,0.56","70:2,0.33","73:3,0.74","74:7,0.58"
"2:7,0.82","3:8,0.56","5:1,0.42","7:4,0.36","9:4,0.73","11:4,0.72","13:5,0.63","15:6,0.52","17:5,0.65","19:9,0.5","21:5,0.89","24:8,0.35","25:8,0.36","27:6,0.55","29:9,0.65","31:7,0.45","34:3,0.39","36:5,0.77","38:7,0.44","40:9,0.86","43:2,0.5","44:9,0.66","46:7,0.3","48:4,0.72","50:3,0.53","52:5,0.42","54:3,0.56","56:1,0.79","58:9,0.38","60:1,0.37","62:6,0.39","64:8,0.76","66:9,0.37","69:2,0.7","70:8,0.44","73:4,0.72","74:3,0.47"
"2:8,0.36","3:3,0.5","5:7,0.76","7:4,0.67","9:4,0.36","11:7,0.64","13:3,0.8","15:2,0.87","17:9,0.52","19:9,0.45","21:8,0.45","24:5,0.44","25:1,0.85","27:9,0.51","29:8,0.72","31:5,0.54","34:9,0.83","36:7,0.72","38:6,0.71","40:8,0.34","43:6,0.73","44:5,0.85","46:3,0.87","48:8,0.32","50:6,0.52","52:8,0.83","54:3,0.32","57:1,0.73","58:4,0.55","60:9,0.79","62:1,0.63","64:7,0.46","66:6,0.85","69:4,0.81","70:3,0.32","73:9,0.58","74:7,0.57"
"2:2,0.4","3:5,0.85","5:5,0.74","7:2,0.52","9:1,0.88","11:2,0.39","13:8,0.74","15:8,0.42","17:7,0.54","19:1,0.88","21:7,0.69","24:3,0.6","25:5,0.87","27:5,0.57","29:1,0.8","31:7,0.58","34:6,0.31","36:2,0.56","38:4,0.65","40:6,0.38","42:6,0.7","44:6,0.5","46:8,0.87","48:8,0.54","50:9,0.37","52:3,0.8","54:1,0.32","56:6,0.55","58:6,0.71","60:6,0.86","62:1,0.75","65:5,0.31","66:5,0.42","69:4,0.62","70:3,0.83","73:8,0.81","74:8,0.69"
"2:6,0.66","3:4,0.44","5:3,0.47","7:4,0.64","9:5,0.63","11:3,0.45","13:3,0.63","15:1,0.36","17:8,0.34","19:7,0.42","21:9,0.86","24:2,0.63","25:9,0.79","27:4,0.63","29:6,0.76","31:4,0.47","34:6,0.86","36:8,0.72","38:2,0.38","40:9,0.47","43:4,0.75","44:5,0.75","46:6,0.63","48:9,0.58","50:1,0.45","52:2,0.64","54:2,0.63","56:8,0.43","58:4,0.74","60:6,0.36","62:6,0.33","65:7,0.88","66:4,0.8","69:5,0.46","70:6,0.88","73:4,0.87","74:9,0.74"
"2:9,0.44","3:4,0.43","5:9,0.59","7:4,0.5","9:9,0.34","11:9,0.4","13:9,0.66","16:6,0.64","17:9,0.34","19:9,0.62","21:6,0.87","24:6,0.34","25:6,0.55","27:5,0.54","29:3,0.81","31:3,0.58","34:1,0.32","36:4,0.53","38:8,0.32","40:9,0.59","42:5,0.8","44:9,0.85","46:1,0.88","48:9,0.84","50:2,0.66","52:5,0.84","54:5,0.57","56:4,0.42","58:8,0.59","60:4,0.61","62:5,0.77","64:1,0.37","66:1,0.42","69:8,0.56","70:1,0.85","73:2,0.65","74:2,0.74"
"2:8,0.31","3:6,0.57","5:8,0.43","7:1,0.6","9:3,0.59","12:2,0.89","13:7,0.4","16:3,0.84","17:6,0.59","19:5,0.34","21:1,0.45","24:3,0.38","25:2,0.43","27:9,0.6","29:2,0.63","31:7,0.82","34:8,0.31","36:5,0.35","38:6,0.89","40:8,0.4","42:5,0.35","44:7,0.63","46:9,0.87","48:5,0.51","50:4,0.74","52:9,0.89","54:2,0.68","56:6,0.42","58:5,0.31","60:4,0.48","62:5,0.64","64:4,0.32","66:9,0.34","69:1,0.58","70:4,0.46","73:7,0.51","74:4,0.65"
"2:1,0.8","3:3,0.53","5:5,0.81","7:6,0.81","9:4,0.67","11:3,0.49","13:2,0.56","16:9,0.81","17:3,0.59","19:6,0.41","21:3,0.57","24:8,0.81","25:3,0.74","27:7,0.42","29:9,0.87","31:2,0.86","34:8,0.37","36:9,0.34","38:9,0.8","40:6,0.62","43:8,0.6","44:1,0.77","46:3,0.48","48:6,0.31","50:6,0.57","52:9,0.43","54:5,0.41","56:2,0.86","58:4,0.83","60:6,0.58","62:7,0.35","65:5,0.48","66:1,0.5","69:8,0.66","70:5,0.43","73:6,0.4","74:8,0.73"
"2:2,0.37","3:8,0.48","5:6,0.5","7:1,0.54","9:4,0.31","11:1,0.32","13:9,0.75","15:6,0.69","17:4,0.39","20:5,0.38","21:1,0.69","24:3,0.39","25:5,0.58","27:1,0.46","29:9,0.86","31:5,0.6","34:6,0.33","36:2,0.42","38:8,0.38","40:6,0.31","42:4,0.38","44:1,0.81","47:9,0.49","48:9,0.71","50:8,0.49","52:2,0.83","54:4,0.4","56:5,0.47","58:7,0.48","60:2,0.31","62:2,0.74","64:3,0.32","66:8,0.56","68:6,0.85","70:4,0.68","73:8,0.37","74:8,0.83"
"2:7,0.38","3:9,0.74","5:3,0.57","7:8,0.67","9:5,0.63","11:3,0.64","13:9,0.31","15:5,0.38","17:9,0.67","20:2,0.57","21:1,0.36","24:8,0.51","25:8,0.81","27:1,0.43","29:2,0.9","31:9,0.37","34:8,0.41","36:7,0.49","38:1,0.7","40:7,0.64","43:2,0.41","44:1,0.43","47:1,0.88","48:9,0.69","50:2,0.72","52:8,0.74","54:5,0.57","56:6,0.88","58:6,0.48","60:5,0.84","62:9,0.62","64:9,0.5","66:1,0.42","68:8,0.4","70:4,0.32","73:2,0.63","74:1,0.61"
"2:5,0.63","3:7,0.31","5:5,0.55","7:1,0.79","9:9,0.6","12:9,0.48","13:3,0.4","15:6,0.76","17:4,0.77","20:5,0.84","21:8,0.55","24:9,0.39","25:6,0.38","27:4,0.6","29:6,0.76","31:8,0.48","34:4,0.72","36:6,0.87","38:8,0.51","40:4,0.77","42:9,0.44","44:1,0.56","47:6,0.72","48:5,0.34","50:1,0.9","52:8,0.68","54:5,0.82","56:4,0.38","58:8,0.64","60:1,0.41","62:3,0.86","64:2,0.76","66:4,0.71","68:8,0.84","70:1,0.69","73:3,0.68","74:3,0.62"
"2:9,0.66","3:8,0.78","5:3,0.9","7:7,0.32","9:6,0.38","12:7,0.81","13:2,0.32","15:9,0.47","17:1,0.79","20:7,0.76","21:8,0.58","24:8,0.5","25:3,0.45","27:7,0.42","29:8,0.58","31:7,0.74","34:3,0.37","36:9,0.5","38:8,0.4","40:3,0.61","43:1,0.79","44:5,0.72","47:4,0.54","48:2,0.56","50:5,0.87","52:3,0.74","54:9,0.85","56:9,0.56","58:2,0.65","60:2,0.61","62:9,0.36","64:8,0.48","66:6,0.72","68:8,0.76","70:4,0.6","73:1,0.83","74:5,0.86"
"2:1,0.4","3:4,0.43","5:7,0.76","7:9,0.53","9:2,0.34","11:3,0.59","13:1,0.45","15:9,0.66","17:2,0.7","20:7,0.69","21:1,0.78","24:7,0.73","25:8,0.35","27:9,0.61","29:8,0.39","31:4,0.34","34:1,0.35","36:2,0.63","38:6,0.46","40:6,0.75","42:5,0.47","44:8,0.82","47:4,0.84","48:2,0.72","50:8,0.36","52:5,0.59","54:1,0.78","56:8,0.67","58:4,0.39","60:6,0.42","62:8,0.45","65:3,0.42","66:6,0.76","68:7,0.39","70:1,0.72","73:8,0.4","74:7,0.79"
"2:4,0.37","3:9,0.73","5:9,0.76","7:3,0.87","9:2,0.86","11:7,0.39","13:4,0.66","15:7,0.43","17:5,0.86","20:9,0.6","21:3,0.38","24:4,0.74","25:1,0.65","27:4,0.78","29:3,0.53","31:3,0.55","34:5,0.45","36:9,0.43","38:5,0.37","40:1,0.81","42:5,0.5","44:9,0.67","47:1,0.34","48:4,0.68","50:8,0.77","52:3,0.63","54:8,0.49","56:7,0.54","58:9,0.9","60:8,0.42","62:6,0.72","65:8,0.8","66:1,0.58","69:8,0.61","70:7,0.9","73:6,0.81","74:3,0.56"
"2:8,0.38","3:4,0.35","5:7,0.71","7:3,0.33","9:1,0.85","11:7,0.51","13:8,0.64","15:7,0.75","17:6,0.61","19:4,0.48","21:5,0.72","24:8,0.86","25:8,0.8","27:7,0.75","29:4,0.54","31:7,0.54","34:4,0.57","36:7,0.37","38:1,0.8","40:6,0.89","42:8,0.6","44:7,0.59","46:5,0.33","48:6,0.85","51:1,0.54","52:3,0.51","54:2,0.75","56:2,0.35","58:6,0.56","60:3,0.67","62:3,0.57","65:9,0.37","66:4,0.54","68:5,0.71","70:1,0.76","73:5,0.56","74:8,0.85"
"2:4,0.84","3:9,0.44","5:6,0.77","7:1,0.39","9:8,0.64","11:3,0.71","13:7,0.42","15:2,0.46","17:2,0.44","19:1,0.42","21:8,0.61","24:6,0.35","25:2,0.41","27:2,0.34","29:1,0.53","31:8,0.44","34:7,0.63","36:3,0.71","38:8,0.86","40:5,0.86","42:8,0.55","44:2,0.5","46:9,0.74","48:8,0.76","51:9,0.82","52:1,0.3","54:2,0.34","56:1,0.51","58:3,0.35","60:5,0.31","62:8,0.55","65:7,0.59","66:7,0.72","69:2,0.67","70:7,0.76","73:7,0.47","74:4,0.45"
"2:4,0.57","3:4,0.37","5:8,0.79","7:5,0.56","9:1,0.89","11:2,0.32","13:8,0.57","15:6,0.45","17:7,0.46","19:5,0.84","21:2,0.4","24:6,0.59","25:9,0.63","27:3,0.57","29:3,0.33","31:4,0.5","34:6,0.34","36:1,0.87","38:9,0.57","40:6,0.5","43:7,0.6","44:1,0.31","46:8,0.51","48:9,0.58","51:2,0.9","52:9,0.31","54:9,0.58","56:4,0.46","58:2,0.54","60:9,0.55","62:1,0.35","65:9,0.42","66:2,0.52","69:6,0.75","70:3,0.82","73:8,0.88","74:1,0.33"
"2:6,0.55","3:1,0.61","5:7,0.42","7:9,0.87","9:5,0.35","11:7,0.38","13:9,0.49","15:2,0.79","17:5,0.46","20:5,0.53","21:1,0.73","24:8,0.65","25:4,0.4","27:2,0.76","29:4,0.64","31:8,0.55","34:9,0.83","36:6,0.42","38:4,0.41","40:7,0.38","42:5,0.37","44:6,0.35","47:9,0.54","48:2,0.63","51:3,0.58","52:7,0.67","54:9,0.69","56:7,0.61","58:7,0.83","60:8,0.72","62:8,0.71","64:6,0.53","66:9,0.78","68:9,0.49","70:7,0.56","73:3,0.37","74:7,0.81"
"2:4,0.89","3:5,0.62","5:9,0.89","7:7,0.75","9:9,0.31","11:1,0.5","13:2,0.69","15:9,0.47","17:3,0.7","20:7,0.85","21:2,0.74","24:3,0.39","25:1,0.52","27:4,0.49","29:6,0.68","31:9,0.61","34:9,0.43","36:3,0.53","38:3,0.74","40:8,0.45","43:9,0.41","44:7,0.88","47:1,0.56","48:8,0.32","51:3,0.52","52:1,0.86","54:2,0.82","56:8,0.74","58:3,0.82","60:2,0.36","62:9,0.73","64:1,0.67","66:6,0.85","68:1,0.77","70:4,0.73","73:4,0.38","74:4,0.56"
"2:4,0.54","3:6,0.71","5:1,0.35","7:8,0.43","9:2,0.35","12:3,0.31","13:3,0.82","15:3,0.41","17:7,0.45","20:2,0.59","21:2,0.67","24:4,0.9","25:3,0.7","27:4,0.43","29:5,0.84","31:1,0.66","34:6,0.62","36:4,0.49","38:7,0.65","40:4,0.77","42:7,0.77","44:7,0.38","47:3,0.65","48:7,0.89","51:7,0.79","52:1,0.82","54:8,0.47","56:7,0.55","58:4,0.6","60:2,0.4","62:9,0.83","64:1,0.31","66:4,0.69","68:1,0.68","70:7,0.31","73:4,0.34","74:2,0.57"
"2:4,0.71","3:4,0.53","5:3,0.44","7:4,0.42","9:2,0.63","11:5,0.51","13:5,0.7","15:8,0.51","17:2,0.71","20:6,0.39","21:9,0.71","24:9,0.64","25:3,0.51","27:7,0.57","29:2,0.43","31:3,0.82","34:4,0.57","36:1,0.65","38:4,0.36","40:5,0.86","42:5,0.47","44:4,0.66","47:2,0.5","48:4,0.43","51:6,0.64","52:4,0.72","54:7,0.52","56:1,0.37","58:9,0.34","60:5,0.69","62:9,0.67","65:7,0.48","66:1,0.45","68:1,0.76","70:7,0.58","73:2,0.69","74:4,0.47"
"2:9,0.74","3:7,0.68","5:1,0.53","7:7,0.34","9:2,0.7","12:8,0.8","13:8,0.38","15:7,0.59","17:4,0.48","19:1,0.89","21:9,0.63","24:8,0.6","25:8,0.76","27:6,0.85","29:4,0.63","33:7,0.63","34:8,0.72","36:8,0.42","38:5,0.69","40:3,0.36","42:1,0.74","44:9,0.67","46:4,0.37","48:9,0.38","50:4,0.73","52:6,0.45","54:5,0.38","56:1,0.5","58:7,0.6","60:8,0.43","62:6,0.79","64:3,0.54","66:6,0.88","68:6,0.83","70:9,0.86","72:6,0.45","74:1,0.78"
"2:7,0.37","3:1,0.84","5:7,0.86","7:1,0.8","9:6,0.37","11:1,0.36","13:6,0.3","15:9,0.75","17:3,0.54","19:7,0.39","21:2,0.55","24:8,0.51","25:3,0.81","27:6,0.64","29:6,0.8","33:2,0.52","34:8,0.74","36:4,0.65","38:5,0.41","40:8,0.9","42:3,0.69","44:9,0.65","46:6,0.67","48:8,0.75","50:7,0.89","52:2,0.64","54:5,0.55","56:6,0.53","58:2,0.77","60:1,0.78","62:3,0.69","65:9,0.61","66:5,0.7","68:8,0.63","70:5,0.36","72:8,0.38","74:4,0.72"
